date,version,prev_date,prev_version,change,name,diff
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Bash,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Edit,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Glob,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Grep,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Read,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Skill,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
2026-03-25,2.1.84,2026-03-24,2.1.83,moved_to_advertised,Write,versions/2026-03-25_2.1.84/diff-from-2026-03-24_2.1.83.md
2026-03-27,2.1.86,2026-03-26,2.1.85,modified,Bash,versions/2026-03-27_2.1.86/diff-from-2026-03-26_2.1.85.md
2026-03-27,2.1.86,2026-03-26,2.1.85,modified,Edit,versions/2026-03-27_2.1.86/diff-from-2026-03-26_2.1.85.md
2026-03-31,2.1.89,2026-03-29,2.1.87,modified,Agent,versions/2026-03-31_2.1.89/diff-from-2026-03-29_2.1.87.md
2026-03-31,2.1.89,2026-03-29,2.1.87,modified,Read,versions/2026-03-31_2.1.89/diff-from-2026-03-29_2.1.87.md
2026-04-02,2.1.91,2026-04-01,2.1.90,modified,Agent,versions/2026-04-02_2.1.91/diff-from-2026-04-01_2.1.90.md
2026-04-02,2.1.91,2026-04-01,2.1.90,modified,Edit,versions/2026-04-02_2.1.91/diff-from-2026-04-01_2.1.90.md
2026-04-07,2.1.94,2026-04-04,2.1.92,modified,Agent,versions/2026-04-07_2.1.94/diff-from-2026-04-04_2.1.92.md
2026-04-09,2.1.98,2026-04-08,2.1.97,added,Monitor,versions/2026-04-09_2.1.98/diff-from-2026-04-08_2.1.97.md
2026-04-09,2.1.98,2026-04-08,2.1.97,modified,Bash,versions/2026-04-09_2.1.98/diff-from-2026-04-08_2.1.97.md
2026-04-09,2.1.98,2026-04-08,2.1.97,deferred_added,Monitor,versions/2026-04-09_2.1.98/diff-from-2026-04-08_2.1.97.md
2026-04-10,2.1.101,2026-04-09,2.1.98,added,ScheduleWakeup,versions/2026-04-10_2.1.101/diff-from-2026-04-09_2.1.98.md
2026-04-13,2.1.105,2026-04-10,2.1.101,modified,Agent,versions/2026-04-13_2.1.105/diff-from-2026-04-10_2.1.101.md
2026-04-14,2.1.108,2026-04-14,2.1.107,modified,Bash,versions/2026-04-14_2.1.108/diff-from-2026-04-14_2.1.107.md
2026-04-15,2.1.110,2026-04-15,2.1.109,added,PushNotification,versions/2026-04-15_2.1.110/diff-from-2026-04-15_2.1.109.md
2026-04-15,2.1.110,2026-04-15,2.1.109,modified,ToolSearch,versions/2026-04-15_2.1.110/diff-from-2026-04-15_2.1.109.md
2026-04-15,2.1.110,2026-04-15,2.1.109,deferred_added,PushNotification,versions/2026-04-15_2.1.110/diff-from-2026-04-15_2.1.109.md
2026-04-16,2.1.111,2026-04-15,2.1.110,modified,Agent,versions/2026-04-16_2.1.111/diff-from-2026-04-15_2.1.110.md
2026-04-16,2.1.111,2026-04-15,2.1.110,modified,Bash,versions/2026-04-16_2.1.111/diff-from-2026-04-15_2.1.110.md
2026-04-16,2.1.111,2026-04-15,2.1.110,modified,Skill,versions/2026-04-16_2.1.111/diff-from-2026-04-15_2.1.110.md
2026-04-17,2.1.113,2026-04-16,2.1.112,modified,Bash,versions/2026-04-17_2.1.113/diff-from-2026-04-16_2.1.112.md
2026-04-22,2.1.118,2026-04-21,2.1.117,modified,Read,versions/2026-04-22_2.1.118/diff-from-2026-04-21_2.1.117.md
2026-04-24,2.1.120,2026-04-23,2.1.119,modified,Agent,versions/2026-04-24_2.1.120/diff-from-2026-04-23_2.1.119.md
